  0.159,  -0.733,  -1.837,   0.399
  0.318,  -0.646,  -1.144,   0.564
  0.478,  -0.511,  -0.739,   0.691
  0.637,  -0.360,  -0.451,   0.798
  0.796,  -0.203,  -0.228,   0.892
  0.955,  -0.045,  -0.046,   0.977
  1.115,   0.115,   0.109,   1.056
  1.274,   0.273,   0.242,   1.129
  1.433,   0.431,   0.360,   1.197
  1.592,   0.587,   0.465,   1.262
  1.752,   0.742,   0.561,   1.323
  1.911,   0.895,   0.648,   1.382
  2.070,   1.047,   0.728,   1.439
  2.229,   1.197,   0.802,   1.493
  2.389,   1.346,   0.871,   1.545
  2.548,   1.493,   0.935,   1.596
  2.707,   1.638,   0.996,   1.645
  2.866,   1.783,   1.053,   1.693
  3.025,   1.926,   1.107,   1.739
  3.185,   2.067,   1.158,   1.785
  3.344,   2.207,   1.207,   1.829
  3.503,   2.346,   1.254,   1.872
  3.662,   2.484,   1.298,   1.914
  3.822,   2.621,   1.341,   1.955
  3.981,   2.756,   1.382,   1.995
  4.140,   2.891,   1.421,   2.035
  4.299,   3.024,   1.458,   2.073
  4.459,   3.156,   1.495,   2.112
  4.618,   3.288,   1.530,   2.149
  4.777,   3.418,   1.564,   2.186
  4.936,   3.547,   1.597,   2.222
  5.096,   3.676,   1.628,   2.257
  5.255,   3.803,   1.659,   2.292
  5.414,   3.930,   1.689,   2.327
  5.573,   4.056,   1.718,   2.361
  5.732,   4.181,   1.746,   2.394
  5.892,   4.305,   1.774,   2.427
  6.051,   4.428,   1.800,   2.460
  6.210,   4.551,   1.826,   2.492
  6.369,   4.673,   1.852,   2.524
  6.529,   4.794,   1.876,   2.555
  6.688,   4.914,   1.900,   2.586
  6.847,   5.034,   1.924,   2.617
  7.006,   5.153,   1.947,   2.647
  7.166,   5.272,   1.969,   2.677
  7.325,   5.389,   1.991,   2.706
  7.484,   5.506,   2.013,   2.736
  7.643,   5.623,   2.034,   2.765
  7.803,   5.739,   2.054,   2.793
  7.962,   5.854,   2.075,   2.822
  8.121,   5.969,   2.094,   2.850
  8.280,   6.083,   2.114,   2.878
  8.439,   6.196,   2.133,   2.905
  8.599,   6.309,   2.152,   2.932
  8.758,   6.422,   2.170,   2.959
  8.917,   6.534,   2.188,   2.986
  9.076,   6.645,   2.206,   3.013
  9.236,   6.756,   2.223,   3.039
  9.395,   6.866,   2.240,   3.065
  9.554,   6.976,   2.257,   3.091
  9.713,   7.086,   2.274,   3.117
  9.873,   7.195,   2.290,   3.142
 10.032,   7.303,   2.306,   3.167
 10.191,   7.411,   2.322,   3.192
 10.350,   7.519,   2.337,   3.217
 10.510,   7.626,   2.352,   3.242
 10.669,   7.732,   2.367,   3.266
 10.828,   7.839,   2.382,   3.291
 10.987,   7.944,   2.397,   3.315
 11.146,   8.050,   2.411,   3.339
 11.306,   8.155,   2.425,   3.362
 11.465,   8.259,   2.439,   3.386
 11.624,   8.364,   2.453,   3.409
 11.783,   8.467,   2.467,   3.433
 11.943,   8.571,   2.480,   3.456
 12.102,   8.674,   2.493,   3.479
 12.261,   8.777,   2.506,   3.502
 12.420,   8.879,   2.519,   3.524
 12.580,   8.981,   2.532,   3.547
 12.739,   9.082,   2.545,   3.569
 12.898,   9.183,   2.557,   3.591
 13.057,   9.284,   2.569,   3.613
 13.217,   9.385,   2.581,   3.635
 13.376,   9.485,   2.593,   3.657
 13.535,   9.585,   2.605,   3.679
 13.694,   9.684,   2.617,   3.701
 13.854,   9.783,   2.629,   3.722
 14.013,   9.882,   2.640,   3.743
 14.172,   9.981,   2.651,   3.765
 14.331,  10.079,   2.662,   3.786
 14.490,  10.177,   2.673,   3.807
 14.650,  10.275,   2.684,   3.827
 14.809,  10.372,   2.695,   3.848
 14.968,  10.469,   2.706,   3.869
 15.127,  10.566,   2.717,   3.889
 15.287,  10.662,   2.727,   3.910
 15.446,  10.758,   2.737,   3.930
 15.605,  10.854,   2.748,   3.950
 15.764,  10.949,   2.758,   3.970
 15.924,  11.045,   2.768,   3.990
 16.083,  11.140,   2.778,   4.010
 16.242,  11.234,   2.788,   4.030
 16.401,  11.329,   2.797,   4.050
 16.561,  11.423,   2.807,   4.069
 16.720,  11.517,   2.817,   4.089
 16.879,  11.611,   2.826,   4.108
 17.038,  11.704,   2.835,   4.128
 17.197,  11.797,   2.845,   4.147
 17.357,  11.890,   2.854,   4.166
 17.516,  11.983,   2.863,   4.185
 17.675,  12.075,   2.872,   4.204
 17.834,  12.167,   2.881,   4.223
 17.994,  12.259,   2.890,   4.242
 18.153,  12.351,   2.899,   4.261
 18.312,  12.442,   2.908,   4.279
 18.471,  12.533,   2.916,   4.298
 18.631,  12.624,   2.925,   4.316
 18.790,  12.715,   2.933,   4.335
 18.949,  12.806,   2.942,   4.353
 19.108,  12.896,   2.950,   4.371
 19.268,  12.986,   2.958,   4.389
 19.427,  13.076,   2.967,   4.408
 19.586,  13.165,   2.975,   4.426
 19.745,  13.255,   2.983,   4.444
 19.904,  13.344,   2.991,   4.461
 20.064,  13.433,   2.999,   4.479
 20.223,  13.522,   3.007,   4.497
 20.382,  13.610,   3.015,   4.515
 20.541,  13.699,   3.022,   4.532
 20.701,  13.787,   3.030,   4.550
 20.860,  13.875,   3.038,   4.567
 21.019,  13.962,   3.045,   4.585
 21.178,  14.050,   3.053,   4.602
 21.338,  14.137,   3.060,   4.619
 21.497,  14.224,   3.068,   4.636
 21.656,  14.311,   3.075,   4.654
 21.815,  14.398,   3.083,   4.671
 21.975,  14.484,   3.090,   4.688
 22.134,  14.571,   3.097,   4.705
 22.293,  14.657,   3.104,   4.722
 22.452,  14.743,   3.111,   4.738
 22.611,  14.829,   3.118,   4.755
 22.771,  14.914,   3.125,   4.772
 22.930,  15.000,   3.132,   4.789
 23.089,  15.085,   3.139,   4.805
 23.248,  15.170,   3.146,   4.822
 23.408,  15.255,   3.153,   4.838
 23.567,  15.340,   3.160,   4.855
 23.726,  15.424,   3.167,   4.871
 23.885,  15.509,   3.173,   4.887
 24.045,  15.593,   3.180,   4.904
